"Gene","GSM3577568","GSM3577569","GSM3577570","GSM3577572","GSM3577573","GSM3577578","GSM3577579","GSM3577585","GSM3577586","GSM3577587","GSM3577588","GSM3577590","GSM3577591","GSM3577592","GSM3577593","GSM3577594","GSM3577596","GSM3577598","GSM3577599","GSM3577600","GSM3577601","GSM3577602","GSM3577603","GSM3577604","GSM3577605","GSM3577607","GSM3577609","GSM3577611","GSM3577613","GSM3577616","GSM3577617","GSM3577618","GSM3577620","GSM3577622","GSM3577623","GSM3577624","GSM3577626","GSM3577627","GSM3577628","GSM3577630","GSM3577631","GSM3577633","GSM3577634","GSM3577637","GSM3577638","GSM3577639","GSM3577640","GSM3577641","GSM3577642","GSM3577645","GSM3577646","GSM3577648","GSM3577649","GSM3577650","GSM3577651","GSM3577652","GSM3577653","GSM3577655","GSM3577656","GSM3577657","GSM3577658","GSM3577659","GSM3577660","GSM3577662","GSM3577663","GSM3577664","GSM3577665","GSM3577667","GSM3577670","GSM3577671","GSM3577673","GSM3577674","GSM3577675","GSM3577677","GSM3577678","GSM3577681","GSM3577683","GSM3577684","GSM3577686","GSM3577687","GSM3577688","GSM3577689","GSM3577690","GSM3577691","GSM3577692","GSM3577693","GSM3577696","GSM3577697","GSM3577698","GSM3577701","GSM3577704","GSM3577709","GSM3577711","GSM3577714","GSM3577716","GSM3577718","GSM3577719","GSM3577720","GSM3577722","GSM3577723","GSM3577724","GSM3577725","GSM3577726","GSM3577727","GSM3577728","GSM3577729","GSM3577730","GSM3577731","GSM3577732","GSM3577734","GSM3577735","GSM3577736","GSM3577737","GSM3577738","GSM3577741","GSM3577742","GSM3577743","GSM3577744","GSM3577747","GSM3577748","GSM3577750","GSM3577751","GSM3577753","GSM3577755","GSM3577756","GSM3577757","GSM3577758","GSM3577759","GSM3577761","GSM3577762","GSM3577763","GSM3577765","GSM3577766","GSM3577767","GSM3577768","GSM3577770","GSM3577771","GSM3577772","GSM3577773","GSM3577774","GSM3577776","GSM3577778","GSM3577779","GSM3577780","GSM3577781","GSM3577782","GSM3577783","GSM3577784","GSM3577787","GSM3577788","GSM3577789","GSM3577790","GSM3577791","GSM3577792","GSM3577793","GSM3577795","GSM3577796","GSM3577797","GSM3577798","GSM3577799","GSM3577802","GSM3577804","GSM3577806","GSM3577807","GSM3577808","GSM3577809","GSM3577810","GSM3577815","GSM3577816","GSM3577817","GSM3577818","GSM3577819","GSM3577822","GSM3577823","GSM3577824","GSM3577827","GSM3577828","GSM3577829","GSM3577830","GSM3577831","GSM3577833","GSM3577834","GSM3577836","GSM3577837","GSM3577839","GSM3577840","GSM3577841","GSM3577842","GSM3577843","GSM3577845","GSM3577846","GSM3577847","GSM3577848","GSM3577849","GSM3577850","GSM3577851","GSM3577852","GSM3577853","GSM3577854","GSM3577855"
"HPRT1",3.22523646,2.000204114,2.895549617,3.09782062,3.376163251,3.070292142,4.298471764,5.651519532,3.17933592,6.078861908,2.025160514,3.215220639,5.306836855,5.073869858,4.856111898,3.024349966,5.125176123,4.265404835,4.727316433,3.671641494,4.629107144,4.903349931,4.305707922,5.463138046,4.178185774,3.508091635,4.343993367,2.819084785,5.75172781,2.503246119,2.880801922,4.99499109,5.936080475,5.089194502,4.167798648,5.034792749,5.575518851,5.392444252,5.073836128,3.631961916,2.663801666,3.886468751,5.947130945,3.917339135,4.10244031,2.941968021,4.748277441,5.757471625,5.898039379,3.001928556,3.240212827,4.936385172,3.890104795,4.365272731,5.471309327,5.059043971,4.583943412,5.324367341,3.433202241,4.807764582,3.401475668,5.11934455,1.939171744,2.865891643,5.712749698,5.991110627,3.060371398,2.256738944,1.718576505,2.610805499,2.531189174,3.397920217,2.49420311,3.631292923,6.551227361,4.211295593,3.96998932,3.851704639,5.709164862,3.888632535,3.935320024,3.716131059,4.953729509,5.944851024,5.279391411,2.903883083,3.082683798,2.990114107,4.881005558,6.111724829,3.815873655,5.665585273,4.18608645,6.109856914,5.758202381,5.942208568,3.352464102,4.634193895,3.846948009,4.538286637,3.010060425,2.660534116,3.029196487,2.718225794,3.135276246,4.676345823,4.81493227,4.598205587,3.597552268,3.566506691,4.588862378,4.857752586,2.999078332,5.420982954,5.427530149,3.710987863,3.276447544,5.512397917,3.554513045,5.242755706,2.407436953,4.963067339,4.505496658,5.446957173,4.120328983,3.780137179,6.15439622,4.815266332,4.758386946,4.404460156,5.453609746,5.029387855,2.844979124,5.190899542,4.022553993,3.786234896,1.549631525,2.729591943,5.148883631,2.464187978,3.897546654,5.090589934,5.646135084,1.874625227,5.007090022,2.997106834,2.886439335,5.100481664,2.869924213,3.389973704,5.096715342,2.489248923,4.638861985,5.130472703,2.851128857,2.847085976,2.174567857,2.463158576,3.816575843,3.283565534,3.714580136,4.606444132,2.764368448,3.223762258,5.828491189,4.647804124,3.914045017,5.45906942,2.830720327,4.127769397,3.964969997,5.69858544,2.929537324,2.831787645,2.411654558,4.231975032,5.305654984,3.312761249,3.64293639,4.278492599,2.756163602,2.991235099,4.919538473,5.540533664,4.258314393,5.726908076,2.776561024,3.956392458,4.602185221,4.180875982,2.59542607,3.246619815,4.725964541,5.724011482,3.820713681,2.75025795,4.064776397,2.67448665,4.807195649,3.304327191
"ITFG1",4.423559063,4.650493893,5.262796348,4.70591262,4.925462207,4.653464489,5.278672476,6.191246193,4.98059793,6.985931889,3.214167092,5.00973351,5.907591531,5.938382694,5.113705641,5.058266075,5.259938295,4.600944241,5.543913683,5.264018263,5.691715008,4.887425902,4.101453645,6.351329132,3.980838135,4.844384274,5.105891423,3.494647774,6.377593828,4.490769229,4.823582464,4.684770942,6.384736823,5.485677435,5.126613839,4.866416815,6.164930711,5.108953388,5.95873476,5.118104764,4.207472206,4.890641231,6.289371208,4.986229589,5.288341794,4.925001233,5.4498737,5.92729973,6.937389019,4.232708549,5.100800136,4.247835767,5.399936271,5.259916955,6.079688154,5.193826851,5.160454627,5.956492925,3.718720104,5.439957428,4.521638596,6.105415982,3.810943527,4.733461844,5.439841278,6.621238497,5.024774567,4.760606356,4.572403717,4.65989572,4.326217867,5.276818716,4.372327208,3.740638829,6.11157669,5.652125931,5.145847055,4.563602124,6.396293617,5.251645774,5.044803988,5.030127239,6.338326357,6.682204307,6.441769947,4.35086416,4.683166507,4.927114023,5.975890668,5.950264135,3.889999293,6.08159801,4.659663585,6.823852711,6.076433064,6.973605785,4.741387526,5.863897306,5.251410731,5.075855253,4.500475376,3.963932725,4.802220738,4.745403711,5.31501982,5.768540826,5.46402656,5.522303652,5.042853185,4.600919538,4.18118562,5.604610053,3.871846458,6.017042985,6.211179063,4.747393881,3.458073138,6.415443513,5.111364644,5.828806359,3.651448304,6.300814728,4.716497721,6.322403044,5.188960845,4.762318918,6.633312889,4.714047524,5.327220141,5.221601017,6.362243609,5.996760937,4.390299738,4.868134148,5.342739436,4.902784071,4.244151598,4.5318576,5.126234201,4.460243556,5.488936215,5.820393504,6.600675442,4.672684552,5.808458831,3.807680707,5.098876046,5.503178134,4.644020409,4.221780105,5.841399043,4.409820334,5.839796098,5.97997751,3.684750624,4.968779275,3.161048656,4.888090187,4.818988812,3.961172015,3.399092373,6.21331475,4.618054285,4.546988401,6.346431712,5.512361314,4.471964167,6.341185408,4.089881494,5.188519036,4.939934582,5.632018693,4.587274387,4.589965851,4.476542789,5.163205182,6.213514043,4.294073882,4.459098131,5.270284868,4.549386649,5.075113472,5.488095187,6.287945231,5.338789785,6.035951651,4.520087781,4.690305316,5.549534187,5.64602618,4.806438121,4.708569069,5.609294185,6.992537367,4.922816568,4.856948195,5.377127537,3.439071714,5.383546116,5.179107296
"MAS1",-0.236221117,-2.847040832,0.046322274,0.437252107,-2.146863282,-0.705457968,1.413157133,2.804297646,-0.952146534,3.893620783,-1.770073377,0.825031728,2.757120799,1.760737524,-0.000973512,-1.136839742,2.331101718,1.963270988,3.649959974,0.76075437,1.785994561,2.58178849,2.184946351,2.910943363,0.354961519,-1.387397876,1.302034634,-1.052106761,2.600223388,-0.817988592,-4.016305464,1.077923553,2.438026693,2.725529663,0.457825042,3.12911906,1.957999741,2.388298023,2.244177689,1.49056687,-1.340019261,-4.934618277,3.020855154,0.276209893,0.432126516,-3.219587249,1.400231286,1.803195423,4.043183843,-1.234263001,-0.170139637,0.923277692,-0.162116694,0.006643731,2.167980091,2.667043865,1.700143213,2.762170491,0.483919777,1.873790131,-0.078586481,2.626077548,-1.988195667,-2.093653092,2.413581301,3.166590918,-0.879624935,-1.446335132,-4.934618277,-3.447144569,0.491988761,-0.281863893,-1.76390641,-0.694037891,3.481913801,4.613364307,1.358706201,1.625234536,3.01336308,-0.173894766,0.254019421,-0.844050166,5.153655586,3.730066449,2.405548861,-0.786842397,0.330836745,-1.210317868,1.813697346,2.50994554,1.139506667,3.240366411,0.7764766,3.685239428,2.071672887,2.727704317,-0.029457419,1.658431028,0.922216257,3.56671393,-1.850422774,-1.564745847,-0.471532261,-1.053793686,-0.901185447,3.508197751,2.637093038,0.82375188,1.078468661,-1.00622524,2.183631305,1.663623099,-2.235843288,2.35706069,3.427458129,-0.217446196,-0.366721789,3.521763409,0.206317568,2.390295159,0.209603042,2.762074129,2.401729099,3.034386494,-0.180751638,0.772168046,2.988586498,0.909760772,2.003583903,1.903555603,3.629187028,2.522115897,0.28518335,1.344123709,1.123377647,0.701688386,-1.850358552,-0.486712903,2.15007561,-1.282766339,0.749921033,2.472046005,2.520605282,-3.965118665,1.794395371,0.374049412,-0.584839138,0.873174859,-1.48945807,-0.376387753,2.248501855,-2.966263908,1.785886432,2.513971392,0.450670192,-0.024941606,-1.346283555,-1.502064418,1.156471501,1.329783653,2.131247151,1.119889109,-0.167247862,-2.374357249,2.328764575,1.42169538,-0.430527714,2.879459053,0.692108732,0.129001331,0.928060967,3.236809775,-1.228453356,-1.444140495,-0.47754476,1.567396366,3.661830754,0.254137324,0.378233876,1.714818359,-2.113876101,-0.809492197,0.858741896,2.220058152,1.15792365,2.933083117,-2.497964827,-0.403034492,2.481335089,0.79479166,-2.021588847,-0.783318186,1.125974582,3.99752185,0.688514298,-0.632387068,0.799804063,0.042684436,1.738269149,-0.012471912
"NAP1L5",3.776648982,3.385203239,4.035201233,4.154657207,4.086380355,4.025743793,4.78497183,5.952273844,3.78264008,6.988622791,2.493990991,4.228642592,6.231600812,5.914641112,4.794632635,3.614024362,5.252772775,4.875193982,6.1832742,4.776454099,5.339436392,5.529426138,4.637441807,6.208067725,4.615455249,4.204140241,4.86513237,3.335098275,6.278063086,3.486625149,3.857463335,4.640377218,6.358182656,5.570050103,4.688404863,5.913086355,5.832463454,5.83951478,5.990786568,4.423047632,3.387833467,4.849770535,6.48019028,4.295795984,4.715529731,3.266869837,5.347470196,6.171665077,6.793855454,4.03395722,4.154298877,4.488782051,4.828175893,4.756690552,5.810952278,5.946380955,5.208121183,6.209505428,3.780690796,5.208820863,3.730093554,5.985181326,3.297273733,3.862652393,5.493210442,6.25644223,3.824269516,3.281854495,3.190474392,3.498171249,3.787190333,4.042796943,3.496716903,4.189496146,7.219667127,5.185240383,4.666100573,5.075287106,6.565115467,4.487757225,4.451627549,5.07008583,5.504136155,6.451712631,5.7158858,4.148852007,4.495688367,3.791324473,5.313593714,6.287220801,3.939173333,6.589719185,4.760858185,6.975705222,6.065101036,6.371341908,4.130469667,5.260898495,4.660643614,5.606764291,3.854476836,3.190896825,3.886185055,3.848070196,3.984123896,5.543813374,5.398852983,5.080798899,4.143685751,4.131118306,5.273247763,5.303454556,3.504288944,5.982775448,6.429081487,4.620798022,4.049715842,6.373169195,4.257505056,5.758759034,3.318008275,5.788871379,5.02716415,6.056375446,4.58435233,4.471849041,6.675758863,5.316345737,5.6111223,5.282369105,6.580701955,5.706471444,3.837958668,5.380480112,5.022339579,4.726491623,3.459436399,3.470543167,5.432461437,3.632659728,4.674310163,5.865468997,6.416898612,3.23755113,5.566901053,3.501817031,4.076352276,5.249158186,3.821200982,4.012424714,5.606247289,3.452771996,5.576036199,6.003639444,3.334686533,3.960158229,2.917219977,3.332035016,4.752148565,3.884838805,4.617937359,5.124607979,3.584001915,3.766229562,6.297475038,5.16318147,3.890445474,6.253396774,3.627957365,4.528476458,4.558952156,6.612799693,3.633809056,4.014309606,3.459523353,4.816100466,6.200754656,3.856700024,4.160032715,4.776444704,3.649283449,4.194229594,5.240364732,6.02567088,5.075776676,6.408765673,4.008014104,4.134447398,5.485888021,4.626327061,3.251280969,3.794731255,5.542613816,6.563556927,5.263620159,3.992271222,4.968602928,3.276653102,5.355599122,3.930003312
"NCALD",6.249475748,4.463918792,5.491343715,5.760406874,4.73146668,5.483331162,6.104113252,7.06569612,5.279285194,7.826411771,6.26939274,5.651159988,7.186124627,6.558215744,5.778438852,4.386148342,6.600543483,6.801986373,7.129823089,5.749250675,6.567050317,7.109423766,7.015392506,7.127545283,6.505114559,5.429331356,6.638947147,4.659040401,7.01553291,5.043493038,4.26806004,7.046571643,6.607890872,6.831598546,5.814581915,7.431071884,6.361417742,7.384579368,7.181638582,5.135385399,4.79441155,4.586273631,7.701202137,5.508859942,5.442211225,3.180412272,6.054779915,6.310360931,7.858578776,5.729737585,5.154625598,6.985396271,5.543646497,5.356126619,6.591735129,8.010130021,6.639660176,7.193511676,6.157277137,6.617769014,5.20641506,7.162710153,4.903911419,5.145319346,7.092527141,7.187005156,5.082462828,4.249316648,4.212749382,4.776264937,5.168536365,4.836406857,5.065420475,5.170071855,8.277023802,6.795044506,6.574589746,6.603210117,7.615854879,5.078946495,5.88713118,5.13611214,6.775244639,7.663816988,6.559521667,4.86232366,6.087942914,4.578553705,6.034022392,7.238955281,7.109945569,7.938799665,6.313102993,7.894853758,6.746814847,7.543622928,5.722288388,6.147691094,6.474377794,7.334648987,5.547006956,5.525997954,5.171182101,5.078208847,4.3490253,7.244176531,6.409366868,5.396738961,5.119740825,5.268545978,6.836304228,5.9114545,5.034720114,6.827120759,7.664291231,5.602820706,6.190162787,7.311345685,5.413873182,6.600043171,6.001846255,6.891111377,7.197460514,7.104420236,5.158400237,6.611196422,7.497663695,6.638009046,7.141535074,6.482201535,7.80397579,6.907885927,5.618678443,6.086004126,6.108669651,6.657402891,4.575483556,5.534102994,6.109931259,5.374873919,5.954603585,6.879647835,7.20784811,4.14082518,6.508376527,5.85416116,5.033662043,6.462432519,4.600443216,6.02936611,6.473831304,4.262939642,6.133395085,6.98765265,6.732545162,5.141527252,5.033190989,4.495945441,6.064442653,6.717734096,7.174785815,6.094990531,5.573424467,4.893507781,6.74752148,6.407570073,5.384846432,7.482632609,5.926223323,5.937076883,5.831235782,8.076188531,4.997872637,5.1461335,4.609809,6.435975089,7.973328142,5.764756367,5.579803952,6.370103103,4.475427789,4.316106642,6.137366669,6.970295204,6.142159513,7.193172762,4.397010444,5.669951478,6.643259349,5.39330771,3.881640854,4.831741586,6.073932449,7.309583369,6.679654586,5.096141223,5.845565084,5.5629945,6.288216211,5.022311323
"NEUROD6",2.856599341,-1.019594962,1.744440822,2.782316269,0.855397854,2.246526829,3.680479576,4.503702937,1.537594285,5.75141562,1.167940074,2.508786442,5.215928202,3.614682592,2.713130193,0.064376309,3.414663265,3.202416858,2.065282644,1.967148847,4.246659602,3.732920824,2.57561444,4.889558171,3.10071386,2.153740735,3.677578027,0.63224897,4.463399904,1.052168654,-0.395608681,3.121528235,4.379616783,3.440250733,2.919636427,3.296922439,3.357591364,4.107072896,3.720070799,2.837365851,-0.546100785,-1.521410605,4.695900638,2.318358877,2.610381816,-0.949141456,3.888837715,3.837904612,5.854703068,2.007805493,1.646537308,3.458875196,1.511246896,2.025818485,3.862131246,4.437879314,3.961002849,3.859254915,1.382269359,3.586418201,1.070238659,4.234618017,-0.388577273,1.429567174,3.981890429,4.658627844,0.7375055,-0.319257811,-1.516679879,-0.124194122,2.242493412,0.491918972,-0.487517447,-1.482236206,4.973866411,4.976423412,2.669554982,3.086316787,3.952176872,2.064771915,2.224041289,1.782894983,5.501981215,5.214358145,3.240108897,1.318348654,2.351351045,1.085600151,2.533280298,4.480937849,2.830847435,5.608420351,2.215243611,5.647626141,4.305907746,4.017560733,1.462357215,2.271533622,3.170841794,3.940946821,0.843105316,1.117740214,1.297977623,0.208144349,0.054076548,4.025323002,3.000162177,3.264558276,3.002817223,0.771659821,2.786399886,3.939016275,0.070969856,4.090563034,5.018446338,2.838598492,-0.057010797,4.255832255,2.22079803,4.116851546,0.501493865,4.569195049,2.976755322,4.770863213,1.336109562,3.220652948,4.784101551,3.304251031,4.297952325,3.802601313,4.262882364,4.154932333,2.255852395,3.824609747,3.170937394,1.654286148,-1.65247399,1.016617087,3.773993074,1.381389806,2.438665903,4.536784161,3.97705061,-1.988424714,3.586004069,1.129426147,1.237231249,3.802317802,0.693847373,0.335872915,3.783343499,0.033354279,3.865766454,4.927143345,2.048668965,0.648534649,-0.619538749,-0.425490491,2.727256007,1.450251702,2.734701699,3.038675085,2.344494146,0.479321795,4.199980417,2.572819995,2.108660363,4.824131565,1.90308513,2.071381092,2.352889108,4.337010196,-0.121283092,1.633110776,-0.129645539,3.380839573,4.122141463,2.499237929,2.124920156,2.826778736,-0.975161691,0.109138636,3.329788911,4.323572267,2.999173772,5.120695202,-0.213267172,2.395642961,4.908762466,2.224925056,0.290057498,1.81897451,3.940810081,4.816546631,3.94564637,1.381182587,2.856976672,0.536010091,3.930690085,1.447528996
"NRN1",5.033485272,3.898421273,5.029752799,5.107152397,4.517038696,5.129375248,5.56625499,6.044500908,4.362826719,7.13141888,4.36539897,4.609189022,6.387282788,5.967859901,5.500069572,3.5461462,5.436857278,5.740059537,6.79094831,5.040735669,6.04835862,6.093373822,5.555385829,6.503720871,5.754289875,4.920535337,5.984932785,3.487437236,6.295575352,5.116039622,3.900265941,4.677466206,6.037668321,5.969916349,5.23330702,6.638162598,5.643969509,6.231915537,6.121206948,4.72027475,4.042808156,4.550284086,6.640698614,5.212333747,4.220603387,3.903348322,5.595990411,5.888585906,7.253964175,5.190703796,4.470400784,5.071868885,4.630363804,4.467841711,5.938391496,6.451516223,5.711224737,6.631007829,4.019047461,5.75561887,4.848639914,6.160906168,3.58785846,4.90634509,5.792169114,6.4410056,4.601645557,3.776490531,4.177101047,5.107754724,5.14661947,4.21273791,4.497972159,4.340726159,7.159357162,5.794559285,5.321344963,5.800185637,6.764494349,4.391882706,4.958714211,5.173276611,5.940291794,7.126831865,5.655545453,5.204803033,5.767630737,4.495498143,5.37205385,5.959358066,5.226617045,6.98308362,5.114930456,7.213509465,6.025307803,6.879649552,4.934344218,5.446412326,5.51872091,5.991562451,4.525207806,4.913562987,4.368411858,4.590462515,4.000210438,5.766557567,5.697176495,5.522303652,4.372657306,4.730430961,5.605941261,5.204004206,4.785085303,6.283102927,6.754169465,4.834911841,4.964959725,6.581045702,5.272559255,6.133180759,4.114362645,6.057061882,5.649324615,6.205376959,5.097653817,5.894818019,6.572061529,4.634076508,5.759998962,5.957418375,6.943686283,6.199700451,5.546159345,5.539540144,4.876669443,5.652685826,2.816655319,4.812950456,5.535850933,4.344118305,5.005819636,6.085590901,6.570382137,3.275389063,5.600022224,4.339513945,4.344934611,5.950225828,3.992221978,5.615474098,5.845633623,3.673472104,5.76208655,6.431721547,5.184196824,4.288916318,3.486901892,4.470691495,5.502038447,4.794986298,4.924546839,4.710021148,4.832527436,4.542037628,6.001492324,5.658799464,4.508079084,6.772211565,4.848863019,5.419384864,5.455302082,7.619766951,4.717233709,5.295044588,4.401651436,5.636160519,6.856368683,5.059969347,4.693010703,5.621113952,4.394753793,3.749524901,5.333692473,6.166491539,5.539211926,6.669420095,3.483105518,4.781116254,6.093237347,4.548330232,3.573142815,4.845564678,5.710719083,7.22120572,5.809530402,4.817803754,5.34918709,4.501842819,5.869473737,4.253763717
"OPN3",2.110397389,1.349389718,2.059623319,2.32125682,1.660375178,2.104820161,2.521410483,4.12532928,2.384097041,4.412213213,1.879560346,2.749093868,3.398711744,3.721570371,3.357738239,1.839140406,3.344495107,3.209446616,3.804116451,2.558830548,3.538156671,3.187069644,2.601703389,3.726914626,2.301204654,3.138052177,3.672757245,1.418940558,4.119298845,2.387431803,1.781257891,3.481695544,3.781156286,3.939531649,3.199121377,3.247337812,3.599402437,3.512067632,4.192374393,2.036864879,1.671226797,1.354942712,4.139981518,2.617237982,1.982708513,2.009566463,3.062135908,3.562217085,4.409945227,2.483143294,2.358475385,3.083086478,2.799076596,2.785940079,4.232818431,3.494989037,3.640728649,3.097756082,2.027750346,2.908185833,2.263902101,3.083423616,1.546400406,1.979478031,3.637436864,2.910357443,2.313399084,1.954797551,1.904454415,1.518089504,2.253472499,2.627519936,1.802322243,1.657618341,4.340919485,2.800496385,3.116162179,3.148622595,4.383873703,2.991307477,3.133960424,1.836834942,3.087500873,3.666951654,3.65092158,1.636488452,2.302428477,2.126134195,2.671138855,3.877781059,3.113869817,4.179511998,2.606297871,4.453024544,4.09478018,3.958068752,2.24143943,3.241779332,2.455289888,2.16118691,2.050392066,1.978573078,2.37296646,1.733516163,2.413143749,2.459299866,3.413724889,2.812798483,2.373341935,1.796928496,2.828024682,3.344311781,2.01568591,4.241091029,4.168042167,2.912522165,2.105695334,4.233091685,2.794884988,3.536931971,1.939562666,3.547347762,3.031497742,3.402972841,2.593627722,3.196890545,4.302701554,2.158073003,3.13669641,3.356890894,4.026587035,3.483669774,2.454247549,2.750301988,2.907164723,3.131239399,1.236726984,2.096107966,2.823530752,2.351069686,3.089715146,2.856030198,4.142881872,1.574240752,3.927057691,2.143081933,1.939921622,2.808947681,2.105076544,2.476430423,3.591608054,1.949384204,3.245571613,3.39243461,2.653547447,1.992595807,1.411407041,1.859065824,3.094037123,2.29913667,1.973026991,2.334634118,2.255819566,1.772372065,4.069390219,3.108649749,2.314197988,3.992956129,1.90308513,2.548193846,2.915034039,4.726454945,1.891707202,2.221650715,1.831118243,3.057143037,4.130777135,2.700773364,1.596623613,2.90108225,2.193576132,1.896535242,3.132714015,3.119651645,2.682731161,3.354507613,1.790970299,2.549453581,3.465997212,2.593728694,2.367038437,2.187901383,3.058088765,4.069819215,2.363284838,1.551607725,2.197804952,2.045093503,3.660680696,2.008249133
"RAB3B",2.668747836,0.879310114,2.727517318,2.237989862,0.657669786,1.841688411,3.552131601,4.382110198,2.933759803,5.205955614,3.662969637,3.008846867,4.683212411,3.19049856,2.594451307,3.832070924,3.762861616,3.330454701,4.269408518,2.733410053,3.212628289,3.364350402,2.53557452,5.008606547,2.908854167,2.433795953,2.607393934,1.15336839,4.131170238,1.212017889,2.527360824,3.274603803,4.118854861,3.085177003,2.572675365,3.396950404,4.166341115,3.874809885,4.616302619,2.782581149,1.043814573,2.141528233,4.710446984,2.318358877,3.838447047,1.520797847,3.651595526,3.756750001,5.368610759,2.448995084,2.251385624,2.663676622,3.827848882,3.35369592,3.866113145,4.050177701,3.222465666,4.979088991,2.525747746,3.284212454,1.610614316,5.327663947,0.507868613,2.669607,3.03471051,4.988361067,1.723288654,1.916988339,0.327233142,0.050316545,2.307148567,2.659237127,0.772227865,0.672493878,3.495074844,3.760295081,3.072131629,2.340901621,4.695553237,3.001950373,3.615639117,2.07988256,3.813003404,6.077386349,5.243291922,0.90960296,1.144408309,1.95946042,3.9280136,3.566210657,2.632520567,4.777980279,3.735342962,5.099183681,4.353260751,5.198536838,3.254451942,3.970877603,4.124077954,4.647437143,1.251553537,2.16692112,2.06918004,2.258406248,2.475843481,5.826805194,4.022515201,3.116809537,1.691443495,2.351293537,3.695728259,4.767745025,1.759241372,3.61221364,5.326631967,2.51072182,2.105695334,4.971726988,2.85380748,3.525851441,1.873033977,5.408921125,3.438355126,5.371862726,2.382645067,3.232388973,4.797731625,5.047744611,5.215836152,3.767848559,3.951678668,4.82791115,2.19876835,3.038533305,2.550208859,2.782073055,1.159836139,1.907558266,2.521896908,2.21662701,3.402522026,5.005003295,4.514426262,0.705372853,4.124842838,2.408379789,2.311504089,5.162819998,2.249455146,1.74510492,4.397284943,0.836294147,3.484434795,4.616476585,3.378049277,3.038911304,1.82200397,1.163207388,3.265596436,2.277586821,4.32951741,5.031033217,1.771294818,0.636220074,4.004316114,3.290625644,1.989316943,4.906316929,1.981269487,3.431274994,2.909345207,3.818711911,2.420273193,2.638473612,1.61752639,3.012926026,3.981223641,2.167981939,2.428268227,3.050036512,0.830233878,2.753028058,3.269108888,4.734896437,3.235968822,5.34389034,1.355258206,3.243663093,3.13768858,3.940340711,0.695416982,2.209441918,4.274504092,5.244998125,5.709433032,2.190465654,3.565356253,1.806162213,4.010522527,3.48878416
"RAB3C",5.173307565,2.157406594,3.777531698,4.561712964,3.18109878,3.963943067,5.038168888,6.538761738,4.206761699,7.502277713,3.804175675,4.389439197,6.395790973,6.507301698,5.604077541,2.994099676,5.834125743,5.508887483,5.778616361,4.704077779,5.790249855,5.869505138,5.590008167,6.609320141,5.665989197,4.908373824,5.3654148,2.067353501,6.642691568,3.429209034,3.155074054,5.88354367,6.446454042,5.840010515,5.209440369,6.004531048,6.370208225,6.564558927,6.46365574,4.305833669,3.143555318,5.277177209,6.839442691,4.713005452,4.474698716,1.713733716,5.551471675,5.788834986,7.774610129,3.803382718,4.130991618,5.389277215,5.002106925,4.995870504,6.142594866,6.498062363,5.763621882,6.428173331,4.399044363,5.645179553,3.850276255,6.618895801,2.53830233,3.432624332,5.682276742,6.99972623,3.583236321,2.596759541,0.98455104,2.900174486,3.981296359,3.754260039,3.016965029,4.326764607,7.031054151,5.837603009,5.090166188,5.229440081,6.847033168,5.051033398,4.653788843,4.025776261,6.560635488,7.312663212,6.635638152,2.563648227,4.10293627,3.302453476,6.03189087,5.951645693,5.195474012,6.690986578,5.319354709,7.405768301,6.650397471,7.117509491,4.224832309,6.167077287,5.20316279,5.514849696,3.569483008,3.731659803,3.951844858,3.398734267,3.984123896,5.837236371,5.827795243,5.275878736,3.716411973,4.23811476,5.683577891,5.656451841,3.326298375,6.389132576,6.486257092,4.771432584,4.418828303,6.931701499,4.692248541,6.101811301,4.486694152,7.069314323,5.890524683,6.557530819,4.572381884,5.508677657,7.377250951,5.634913946,5.951086771,5.2710391,6.690029019,6.44872298,4.214269376,5.45062176,4.92246572,4.626378166,2.479624761,4.024208671,5.356654788,3.280567353,4.742549973,5.853698462,7.081516938,1.413854056,5.747057547,4.059905255,3.652176903,5.845633386,3.376154058,4.547949331,6.076341585,2.936099048,5.70622643,6.337382557,4.354226157,3.519942198,3.30335215,3.020166717,5.22079103,4.817561313,5.397466277,5.656788533,3.787496968,2.709144835,6.502067491,5.560421716,3.911702359,7.118598814,4.145272062,5.083483274,4.930135544,6.691684986,2.839738941,3.953252552,1.927118603,5.557535784,6.260995934,4.680338002,4.323654474,5.448099561,2.920124162,3.376701982,4.815170657,6.80648862,5.29578848,6.77114887,3.245822098,4.618720363,5.832865343,4.828419098,2.409084927,3.441246826,5.623881833,7.60294924,5.445127257,3.613538521,4.883964322,4.086385153,5.83446688,3.86990966
